PUZZLE,CATEGORY,DATE USED,WHEN USED
A WRINKLE IN TIME,Title,9/18/2015 (#6245),T2
FULL OF SOUND AND FURY,Quotation,9/18/2015 (#6245),R1
STICKER SHEETS & STAMP SETS,Same Letter,9/18/2015 (#6245),R2
IT'S MY TURN TO PLAY HOOKY,Phrase,9/18/2015 (#6245),R3*
CELEBRITY COUPLE,Show Biz,9/18/2015 (#6245),T3
EXTRA CREDIT QUESTION,Thing,9/18/2015 (#6245),R4
MUGGY NIGHT,Thing,9/18/2015 (#6245),BR
WARM APPLE PIE,Food & Drink,9/21/2015 (#6246),T1
CHIHUAHUA,Living Thing,9/21/2015 (#6246),T2
THE MAN THE MYTH THE LEGEND,Phrase,9/21/2015 (#6246),R1
PRACTICE MAKES PERFECT,Phrase,9/21/2015 (#6246),R2
GOLFING RIGHT ON THE COAST,Fun & Games,9/21/2015 (#6246),R3*
CLASSIC TRENCH COAT,Around the House,9/21/2015 (#6246),T3
GETTING A GOOD EDUCATION,What Are You Doing?,9/21/2015 (#6246),R4
I JUMPED FOR JOY,Phrase,9/21/2015 (#6246),BR
GLASS OF ICED TEA,Food & Drink,9/22/2015 (#6247),T1
FAMILY REUNION,Event,9/22/2015 (#6247),T2
PLAYING A GAME OF CAT AND MOUSE,What Are You Doing?,9/22/2015 (#6247),R1
FROZEN FOOD FIGHT,Before & After,9/22/2015 (#6247),R2
I GET YOUR DRIFT,Phrase,9/22/2015 (#6247),PP
SOUNDS OF THE RAIN FOREST,Things,9/22/2015 (#6247),R3*
HIGH EXPECTATIONS,Phrase,9/22/2015 (#6247),T3
OUTDOOR CHAIR CUSHIONS,Around the House,9/22/2015 (#6247),R4
QUICK TURNAROUND,Phrase,9/22/2015 (#6247),BR
BROTHERS & SISTERS,People,9/23/2015 (#6248),T1
RACHEL MCADAMS,Proper Name,9/23/2015 (#6248),T2
KNITTING & PINE NEEDLES,Same Name,9/23/2015 (#6248),R1
THOSE LAZY HAZY CRAZY DAYS OF SUMMER,Song Lyrics,9/23/2015 (#6248),R2
PERSONAL SURF INSTRUCTOR,Occupation,9/23/2015 (#6248),R3*
BREAKFAST BURRITO,Food & Drink,9/23/2015 (#6248),T3
GREAT SECOND EFFORT,Thing,9/23/2015 (#6248),R4
HI FOLKS,Phrase,9/23/2015 (#6248),BR
BRICK FIREPLACE,Around the House,9/24/2015 (#6249),T1
FLORIDA GRAPEFRUIT,Food & Drink,9/24/2015 (#6249),T2
EXCLAMATION MARK WAHLBERG,Before & After,9/24/2015 (#6249),R1
NEVER-BEFORE-SEEN PHOTOS OF PLUTO,Headline,9/24/2015 (#6249),R2
COUNTLESS THINGS TO DO,Phrase,9/24/2015 (#6249),R3*
CHEMISTRY TEACHER,Occupation,9/24/2015 (#6249),T3
SCRIBBLING IN MY NOTEBOOK,What Are You Doing?,9/24/2015 (#6249),R4
GLOWING REVIEW,Thing,9/24/2015 (#6249),BR
KENTUCKY BLUEGRASS,Living Thing,9/25/2015 (#6250),T1
SNACK SHACK,Rhyme Time,9/25/2015 (#6250),T2
LIVING IN AMERICA BY JAMES BROWN,Song/Artist,9/25/2015 (#6250),R1
TWO TASTY TANGERINES,Same Letter,9/25/2015 (#6250),R2
SCHEDULING A MASSAGE,What Are You Doing?,9/25/2015 (#6250),R3*
THEATER CURTAIN,Show Biz,9/25/2015 (#6250),T3
BRAND NEW BICYCLE,Thing,9/25/2015 (#6250),R4
SWAYING HAMMOCK,Thing,9/25/2015 (#6250),BR
LIVING THE AMERICAN DREAM,What Are You Doing?,9/28/2015 (#6251),T1
CACTUS FLOWERS,Living Things,9/28/2015 (#6251),T2
PARKING SPOT REMOVER,Before & After,9/28/2015 (#6251),R1
THE METROPOLITAN MUSEUM OF ART,Landmark,9/28/2015 (#6251),R2
MY OWN PLUNGE POOL,Thing,9/28/2015 (#6251),R3*
RESTAURANT HOSTESS,Occupation,9/28/2015 (#6251),T3
OLD-FASHIONED PICNIC BASKET,Around the House,9/28/2015 (#6251),R4
FAITHFUL DOG,Living Thing,9/28/2015 (#6251),BR
DINOSAUR PARK,Landmark,9/29/2015 (#6252),T1
GLOSSY MAGAZINES,Around the House,9/29/2015 (#6252),T2
TAKE ME OUT TO THE BALL GAME,Title,9/29/2015 (#6252),R1
A RARE BLUE MOON IN THE NIGHT SKY,Headline,9/29/2015 (#6252),R2
LAVA ROCKS ON THE COASTLINE,Thing,9/29/2015 (#6252),R3*
HANNIBAL MISSOURI,On the Map,9/29/2015 (#6252),T3
PLAYING LASER TAG,Fun & Games,9/29/2015 (#6252),R4
OVERSIZED WATCH,Thing,9/29/2015 (#6252),BR
ARLINGTON VIRGINIA,On the Map,9/30/2015 (#6253),T1
DIGITAL SUBSCRIPTION,Thing,9/30/2015 (#6253),T2
COMPUTER & TORTILLA CHIPS,Same Name,9/30/2015 (#6253),R1
I'VE GOT TWO TICKETS TO PARADISE,Song Lyrics,9/30/2015 (#6253),R2
GOLF TENNIS SWIM SPA,Fun & Games,9/30/2015 (#6253),R3*
LONDON BRIDGE,Landmark,9/30/2015 (#6253),T3
NEW AND NOTEWORTHY,Phrase,9/30/2015 (#6253),R4
POTATO PANCAKES,Food & Drink,9/30/2015 (#6253),R5
YOUNG HOMEBUYERS,People,9/30/2015 (#6253),BR
HISTORIC DISTRICT,Place,10/1/2015 (#6254),T1
SOCIAL MEDIA,Thing,10/1/2015 (#6254),T2
TAYLOR SWIFT RIVER CURRENT,Before & After,10/1/2015 (#6254),R1
GEOGRAPHIC CENTER OF THE UNITED STATES,Landmark,10/1/2015 (#6254),R2
MOZART,Proper Name,10/1/2015 (#6254),PP
EXOTIC WILDLIFE,Living Things,10/1/2015 (#6254),R3*
MEMPHIS TENNESSEE,On the Map,10/1/2015 (#6254),T3
HEAD OUT ON THE HIGHWAY,Song Lyircs,10/1/2015 (#6254),R4
VACUUM-PACKED BAGS,Things,10/1/2015 (#6254),BR
CADILLAC RANCH,Landmark,10/2/2015 (#6255),T1
FRIENDS FOR LIFE,People,10/2/2015 (#6255),T2
THE ADVENTURES OF TOM SAWYER,Title,10/2/2015 (#6255),R1
SOLAR POWER LUNCH,Before & After,10/2/2015 (#6255),R2
PIZZA TOPPED WITH PINEAPPLE,Food & Drink,10/2/2015 (#6255),R3*
ATLANTA GEORGIA,On the Map,10/2/2015 (#6255),T3
LARGE VOCABULARY,Thing,10/2/2015 (#6255),R4
WEDDING RECEPTION,Event,10/2/2015 (#6255),R5
FULL COOKIE JAR,Thing,10/2/2015 (#6255),BR
HEADING OUT OF TOWN,What Are You Doing?,10/5/2015 (#6256),T1
MARKERS AND CRAYONS,Things,10/5/2015 (#6256),T2
ART MUSEUM CURATOR,Occupation,10/5/2015 (#6256),R1
KERRY WASHINGTON CROSSING THE DELAWARE,Before & After,10/5/2015 (#6256),R2
SNORKELING WITH TURTLES,Fun & Games,10/5/2015 (#6256),R3*
CANDY STORE,Phrase,10/5/2015 (#6256),T3
NEVER SETTLE FOR LESS,Show Biz,10/5/2015 (#6256),R4
BASED ON THE BEST SELLER,Living Things,10/5/2015 (#6256),R5
PINK DAFFODILS,Living Things,10/5/2015 (#6256),BR
CAMPING SUPPLIES,Things,10/6/2015 (#6257),T1
AUDIENCE APPLAUSE,Show Biz,10/6/2015 (#6257),T2
MAKING HOMEMADE PIZZA,What Are You Doing?,10/6/2015 (#6257),R1
TRADE SECRET ADMIRER,Before & After,10/6/2015 (#6257),R2
DEPOSIT SLIP,Thing,10/6/2015 (#6257),PP
KNOWN FOR ITS STUNNING SUNSETS,Phrase,10/6/2015 (#6257),R3*
EXECUTIVE DIRECTOR,Occupation,10/6/2015 (#6257),T3
RACCOONS AND SKUNKS,Living Things,10/6/2015 (#6257),R4
DAILY JOURNAL,Thing,10/6/2015 (#6257),BR
GET UP AND GO,Phrase,10/7/2015 (#6258),T1
READING MY HOROSCOPE,What Are You Doing?,10/7/2015 (#6258),T2
RENTING A CABIN FOR A FEW DAYS,Fun & Games,10/7/2015 (#6258),R1
BEAUTIFUL BLOOMING BOUQUET,Same Letter,10/7/2015 (#6258),R2
SERENITY AND CHARM,Things,10/7/2015 (#6258),R3*
LITTLE ITALY,On the Map,10/7/2015 (#6258),T3
HASH BROWN POTATOES,Food & Drink,10/7/2015 (#6258),R4
FUJI APPLE,Food & Drink,10/7/2015 (#6258),BR
ROASTING MARSHMALLOWS,Phrase,10/8/2015 (#6259),T1
IN THE PUBLIC EYE,Things,10/8/2015 (#6259),T2
TURNTABLE AND VINYL RECORDS,Things,10/8/2015 (#6259),R1
KITCHEN ISLAND-HOPPING,Before & After,10/8/2015 (#6259),R2
JAWS,Title,10/8/2015 (#6259),PP
FLOATING TO THE SWIM-UP BAR,What Are You Doing?,10/8/2015 (#6259),R3*
BABY SHAMPOO,Around the House,10/8/2015 (#6259),T3
YELLOW MARIGOLDS,Living Things,10/8/2015 (#6259),R4
BARITONE VOICE,Thing,10/8/2015 (#6259),BR
FILLING UP THE TANK,What Are You Doing?,10/9/2015 (#6260),T1
